id,lat,lon,area,depth,hydrolakes,elevation
lake_10661,23.25,88.75,1.71,10.27,177463,8
lake_10662,23.25,89.25,0.14,12.3,1387878,9
lake_10663,23.25,89.75,1.02,11.5,177527,4
lake_10664,23.25,90.25,1.01,10.47,177476,7
lake_10665,23.25,91.25,1.12,13.51,177441,12
lake_10666,23.25,91.75,34.43,27.05,15539,92
lake_10667,23.25,92.25,0.2,15.73,1388637,32
lake_10668,23.25,93.25,0.37,7.85,1388125,895
lake_10669,23.25,95.25,333.04,41.31,1493,163
lake_10670,23.25,95.75,0.53,7.12,1388136,174
lake_10671,23.25,96.25,0.43,11.32,1388255,85
lake_10672,23.25,96.75,0.56,8.14,1387849,118
lake_10673,23.25,99.75,0.13,5.43,1388032,2113
lake_10674,23.25,100.25,1.43,9.66,177481,1306
lake_10675,23.25,100.75,0.23,7.25,1387958,1744
lake_10676,23.25,101.25,0.89,6.62,1388556,1342
lake_10677,23.25,101.75,0.33,4.61,1388054,2009
lake_10678,23.25,102.25,0.72,10.13,1388071,1891
lake_10679,23.25,102.75,0.23,4.76,1387986,1622
lake_10680,23.25,103.25,3.76,5.75,177453,1283
lake_10681,23.25,103.75,1.33,6.57,177479,1632
lake_10682,23.25,104.25,0.15,7.16,1388126,1281
lake_10683,23.25,104.75,0.18,5.35,1388525,1415
lake_10684,23.25,106.25,9.07,27.52,177487,798
lake_10685,23.25,106.75,1,5.94,177442,831
lake_10686,23.25,107.25,0.65,20.26,1388360,494
lake_10687,23.25,107.75,2.06,12.67,177459,234
lake_10688,23.25,108.25,1.73,13.82,177490,166
lake_10689,23.25,108.75,1.01,18.05,177542,163
lake_10690,23.25,109.25,4.57,11.37,177456,107
lake_10691,23.25,109.75,14.91,25.83,15543,102
lake_10692,23.25,110.25,0.7,21.16,1388312,69
lake_10693,23.25,110.75,0.38,11.25,1388167,104
lake_10694,23.25,111.25,0.44,9.53,1388235,87
lake_10695,23.25,111.75,0.48,10.05,1388127,195
lake_10696,23.25,112.25,5.5,42.93,177556,4
lake_10697,23.25,112.75,0.25,12.36,1388661,69
lake_10698,23.25,113.25,3.63,13.89,177454,24
lake_10699,23.25,113.75,0.53,8.55,1388118,31
lake_10700,23.25,114.25,0.86,20.16,1388300,60
lake_10701,23.25,114.75,1.56,12.41,177507,17
lake_10702,23.25,115.25,29.33,16.57,15550,71
lake_10703,23.25,115.75,1.5,13.51,177575,22
lake_10704,23.25,116.25,2.79,12.31,177523,35
lake_10705,23.25,116.75,1.6,10.61,177470,0
lake_10706,23.25,120.25,5.61,26.3,177518,63
lake_10707,23.25,120.75,11.87,16.68,15546,210
lake_10708,23.75,-107.25,0.62,15.1,1070181,0
lake_10709,23.75,-106.75,1.02,11.35,114841,0
lake_10710,23.75,-104.75,3.6,43.48,114821,1931
lake_10711,23.75,-104.25,1.42,4.76,114840,1998
lake_10712,23.75,-103.75,3.97,47.48,114813,1988
lake_10713,23.75,-103.25,2.88,8.28,114835,1914
lake_10714,23.75,-101.75,0.39,3.36,1070213,2003
lake_10715,23.75,-101.25,0.48,3.23,1070235,1970
lake_10716,23.75,-98.75,130.06,45.1,856,126
lake_10717,23.75,-97.75,22.57,97.77,9684,1
lake_10718,23.75,-80.25,0.38,11.66,1070238,2
lake_10719,23.75,-77.75,10.97,12.91,9682,1
lake_10720,23.75,-76.25,1.86,10.96,114839,0
lake_10721,23.75,-75.75,0.48,7.71,1070255,-1
lake_10722,23.75,-75.25,0.53,8.33,1070240,1
lake_10723,23.75,-74.75,0.21,14.43,1070174,3
lake_10724,23.75,-74.25,1.39,11.92,114814,4
lake_10725,23.75,32.75,0.79,10.24,1387613,180
lake_10726,23.75,35.25,1.1,12.75,177430,0
lake_10727,23.75,38.25,0.12,9.24,1387444,-1
lake_10728,23.75,43.25,0.4,3.38,1387062,1016
lake_10729,23.75,68.25,0.12,12,1387078,0
lake_10730,23.75,68.75,1.14,11.74,177411,21
lake_10731,23.75,69.25,6.99,8.14,177429,-1
lake_10732,23.75,69.75,86.61,93.11,15531,-5
lake_10733,23.75,70.25,3.76,17.14,177357,-1
lake_10734,23.75,70.75,0.23,14.74,1387341,8
lake_10735,23.75,71.25,0.19,11.48,1387551,3
lake_10736,23.75,71.75,0.61,9.43,1387632,38
lake_10737,23.75,72.25,0.53,7.28,1387684,48
lake_10738,23.75,72.75,0.1,14,1387814,97
lake_10739,23.75,73.25,2.27,9.17,177399,161
lake_10740,23.75,73.75,0.3,6.83,1387098,214
lake_10741,23.75,74.25,0.16,14.96,1387079,185
lake_10742,23.75,74.75,42.79,18.61,15536,263
lake_10743,23.75,75.25,1.96,14.94,177379,458
lake_10744,23.75,75.75,3.46,12.22,177415,461
lake_10745,23.75,76.25,1.48,20.88,177392,434
lake_10746,23.75,76.75,0.29,11.12,1387277,412
lake_10747,23.75,77.25,0.32,6.53,1387367,476
lake_10748,23.75,77.75,2.64,14.74,177410,450
lake_10749,23.75,78.25,0.73,15,1387169,429
lake_10750,23.75,78.75,1.32,7.57,177370,525
lake_10751,23.75,79.25,0.16,11.28,1387253,370
lake_10752,23.75,79.75,0.26,11.19,1387097,337
lake_10753,23.75,80.25,2.4,13.49,177394,408
lake_10754,23.75,80.75,0.25,10.59,1387152,355
lake_10755,23.75,81.25,0.25,14.12,1387536,461
lake_10756,23.75,81.75,0.41,11.07,1387511,449
lake_10757,23.75,82.25,0.28,5.93,1387460,527
lake_10758,23.75,82.75,0.35,7.65,1387085,302
lake_10759,23.75,83.25,0.16,10.83,1387134,392
lake_10760,23.75,83.75,0.28,12.64,1387452,461
lake_10761,23.75,84.25,2.12,14.75,177361,288
lake_10762,23.75,84.75,0.38,3.58,1387213,537
lake_10763,23.75,85.25,8.25,34.32,177428,405
lake_10764,23.75,85.75,32.74,21.32,15532,257
lake_10765,23.75,86.25,2.47,15.5,177407,217
lake_10766,23.75,86.75,76.17,22.96,15530,148
lake_10767,23.75,87.25,2.29,11.74,177371,96
lake_10768,23.75,87.75,2.75,9.18,177356,63
lake_10769,23.75,88.25,1.51,10.7,177368,13
lake_10770,23.75,88.75,1.26,12.33,177412,11
lake_10771,23.75,89.25,0.09,9.61,1387060,9
lake_10772,23.75,89.75,1.23,9.84,177352,6
lake_10773,23.75,90.25,0.2,11.17,1387382,4
lake_10774,23.75,90.75,0.24,10.85,1387426,0
lake_10775,23.75,91.25,0.32,12.26,1387136,3
lake_10776,23.75,94.25,0.82,11.96,1387479,102
lake_10777,23.75,94.75,0.34,5.4,1387516,211
lake_10778,23.75,95.75,1.46,14.1,177423,173
lake_10779,23.75,96.25,2.33,13.63,177366,87
lake_10780,23.75,96.75,0.45,25.68,1387301,105
lake_10781,23.75,99.25,0.9,7.35,1387710,1120
lake_10782,23.75,99.75,0.41,3.86,1387790,1094
lake_10783,23.75,100.25,1.42,4.47,177395,1739
lake_10784,23.75,100.75,2.9,19.19,177380,1349
lake_10785,23.75,101.75,0.62,6.46,1387548,2156
lake_10786,23.75,102.25,0.23,5.08,1387784,595
lake_10787,23.75,102.75,28.5,27.56,15535,1412
lake_10788,23.75,103.25,4.88,7.52,177438,1273
lake_10789,23.75,103.75,1.1,7.45,177377,1498
lake_10790,23.75,104.25,0.32,4.92,1387688,1579
lake_10791,23.75,104.75,0.13,6.9,1387141,1542
lake_10792,23.75,105.25,0.48,6.1,1387528,1146
lake_10793,23.75,105.75,0.63,4.96,1387664,809
lake_10794,23.75,106.75,24.99,19.9,15524,176
lake_10795,23.75,107.25,0.32,8.72,1387409,165
lake_10796,23.75,107.75,31.16,30.75,15533,162
lake_10797,23.75,108.25,0.54,20.63,1387251,125
lake_10798,23.75,108.75,14.25,15.94,15537,178
lake_10799,23.75,109.25,3.78,9.27,177358,75
lake_10800,23.75,109.75,0.5,13.22,1387467,108
lake_10801,23.75,110.25,1.55,14.3,177376,184
lake_10802,23.75,110.75,0.79,11.51,1387156,85
lake_10803,23.75,111.25,4.34,14.41,177374,84
lake_10804,23.75,111.75,0.27,7.66,1387499,83
lake_10805,23.75,112.75,3.46,20.41,177363,237
lake_10806,23.75,113.25,80.23,21.84,15528,22
lake_10807,23.75,113.75,7.48,23.39,177383,165
lake_10808,23.75,114.25,13.26,18.47,15529,144
lake_10809,23.75,114.75,264.56,210.6,1491,100
lake_10810,23.75,115.25,0.46,17.35,1387096,331
lake_10811,23.75,115.75,13.27,30.79,15525,160
lake_10812,23.75,116.25,7.43,13.37,177420,88
lake_10813,23.75,116.75,10.82,15.22,15527,47
lake_10814,23.75,117.25,0.48,11.17,1387317,78
lake_10815,23.75,117.75,1.29,17,177355,38
lake_10816,23.75,120.25,1.74,10.61,177393,-1
lake_10817,23.75,120.75,7.02,25.45,177367,747
lake_10818,23.75,121.25,0.15,3.45,1387166,771
lake_10819,23.75,121.75,0.86,17.81,1387139,140
lake_10820,24.25,-110.75,0.38,12.58,1070038,60
lake_10821,24.25,-110.25,0.25,13.49,1069984,0
lake_10822,24.25,-107.75,1.27,9.5,114771,0
lake_10823,24.25,-107.25,1.77,8.54,114798,0
lake_10824,24.25,-106.75,17.63,18.28,9681,147
lake_10825,24.25,-105.75,0.49,5.18,1070004,2384
lake_10826,24.25,-104.75,5.83,19.42,114791,1888
lake_10827,24.25,-104.25,0.51,2.96,1070086,1862
lake_10828,24.25,-103.75,1.54,5.57,114784,1995
lake_10829,24.25,-103.25,0.82,5.22,1070054,1923
lake_10830,24.25,-102.25,1.06,6.87,114805,1779
lake_10831,24.25,-101.25,0.23,4.46,1070146,1928
lake_10832,24.25,-99.75,2.71,14.69,114786,450
lake_10833,24.25,-99.25,0.89,10.91,1070160,246
lake_10834,24.25,-98.75,0.91,12.82,1070043,227
lake_10835,24.25,-98.25,0.99,13.7,1070158,86
lake_10836,24.25,-97.75,0.3,14.21,1070040,0
lake_10837,24.25,-78.25,30.03,96.15,9680,0
lake_10838,24.25,-77.75,1.79,11.96,114773,1
lake_10839,24.25,-75.75,0.17,14.32,1070116,3
lake_10840,24.25,-75.25,6.62,41.38,114790,2
lake_10841,24.25,-74.75,1.44,10.84,114806,3
lake_10842,24.25,-74.25,8.87,98.28,114800,0
lake_10843,24.25,32.75,8.27,12.62,177347,110
lake_10844,24.25,54.75,35.46,89.06,15512,0
lake_10845,24.25,67.25,0.2,12.27,1386413,0
lake_10846,24.25,67.75,1.8,11.65,177288,0
lake_10847,24.25,68.25,1.15,10.82,177314,2
lake_10848,24.25,68.75,242.33,65.95,1489,-2
lake_10849,24.25,69.25,436.35,30.17,1490,-1
lake_10850,24.25,72.25,3.49,9.03,177292,162
lake_10851,24.25,72.75,14.79,13.25,15523,174
lake_10852,24.25,73.25,0.3,4.27,1386783,531
lake_10853,24.25,73.75,17.14,19.64,15517,283
lake_10854,24.25,74.25,0.38,8.4,1386416,480
lake_10855,24.25,74.75,2.68,12.11,177286,454
lake_10856,24.25,75.25,523.81,62.17,1484,386
lake_10857,24.25,75.75,0.42,14.95,1386707,423
lake_10858,24.25,76.25,2.8,18.57,177290,333
lake_10859,24.25,76.75,0.16,7.88,1386971,404
lake_10860,24.25,77.25,0.42,13.02,1386774,432
lake_10861,24.25,77.75,1.52,13.96,177338,475
lake_10862,24.25,78.25,0.84,14.36,1386462,405
lake_10863,24.25,78.75,11.08,23.78,15509,368
lake_10864,24.25,79.25,1.74,16.84,177304,433
lake_10865,24.25,79.75,0.25,11.4,1386630,311
lake_10866,24.25,80.25,0.93,14.52,1386500,368
lake_10867,24.25,80.75,0.91,10.59,1386449,345
lake_10868,24.25,81.25,384.45,45.67,1488,331
lake_10869,24.25,81.75,0.99,13.59,1386617,322
lake_10870,24.25,82.25,2.58,10.59,177324,347
lake_10871,24.25,82.75,399.13,98.25,1487,265
lake_10872,24.25,83.25,0.27,9.76,1386777,245
lake_10873,24.25,83.75,0.39,6.96,1386555,213
lake_10874,24.25,84.25,0.2,15.69,1387004,228
lake_10875,24.25,84.75,0.14,11.03,1386837,446
lake_10876,24.25,85.25,30.07,30.43,15515,366
lake_10877,24.25,85.75,0.24,5.86,1386986,563
lake_10878,24.25,86.25,1.4,8.03,177315,315
lake_10879,24.25,87.25,63.59,18.32,15520,121
lake_10880,24.25,87.75,0.53,9.44,1386506,81
lake_10881,24.25,88.25,0.58,8.85,1387005,15
lake_10882,24.25,88.75,2.32,10.77,177318,13
lake_10883,24.25,89.25,1.46,11.8,177312,7
lake_10884,24.25,89.75,0.31,12.44,1386621,8
lake_10885,24.25,90.25,1.1,12.81,177333,3
lake_10886,24.25,90.75,5.58,9.44,177322,2
lake_10887,24.25,91.25,1.61,8.56,177282,5
lake_10888,24.25,91.75,0.25,3.27,1386475,15
lake_10889,24.25,93.75,2.8,5.61,177262,768
lake_10890,24.25,94.75,0.29,14.72,1386888,109
lake_10891,24.25,96.25,8.64,13.07,177313,107
lake_10892,24.25,96.75,8.26,12.66,177300,96
lake_10893,24.25,97.25,0.24,14.65,1386616,104
lake_10894,24.25,97.75,0.29,3.69,1386750,976
lake_10895,24.25,98.25,0.5,3.91,1386518,905
lake_10896,24.25,98.75,1.01,8.18,177270,971
lake_10897,24.25,99.25,0.23,4.01,1386700,742
lake_10898,24.25,99.75,0.21,6.63,1386588,1321
lake_10899,24.25,100.25,0.15,5.63,1386795,2390
lake_10900,24.25,100.75,0.12,5.12,1386811,1148
lake_10901,24.25,101.75,0.39,4.6,1386991,1568
lake_10902,24.25,102.25,0.28,4.92,1386593,1818
lake_10903,24.25,102.75,215.54,295.77,1485,1721
lake_10904,24.25,103.25,0.73,5.82,1386946,1512
lake_10905,24.25,103.75,7.61,20.99,177267,1574
lake_10906,24.25,104.25,2.88,13.12,177321,1446
lake_10907,24.25,104.75,0.23,5.65,1387037,1449
lake_10908,24.25,105.25,0.11,3.95,1386846,819
lake_10909,24.25,105.75,0.33,6.68,1386433,521
lake_10910,24.25,106.25,0.43,16.41,1386529,424
lake_10911,24.25,106.75,0.13,14.24,1387039,175
lake_10912,24.25,107.25,0.46,6.35,1386853,581
lake_10913,24.25,107.75,85.1,31.37,15522,232
lake_10914,24.25,108.25,1.5,11.2,177331,123
lake_10915,24.25,108.75,0.16,6.33,1386735,320
lake_10916,24.25,109.25,0.54,8.65,1386733,219
lake_10917,24.25,109.75,0.39,9.33,1386751,191
lake_10918,24.25,110.25,0.1,3.76,1386900,728
lake_10919,24.25,110.75,6.79,14.99,177319,75
lake_10920,24.25,111.25,0.39,10.59,1386627,211
lake_10921,24.25,111.75,9.9,17.9,177343,84
lake_10922,24.25,112.25,1.22,8.39,177285,854
lake_10923,24.25,112.75,1.08,14.85,177339,245
lake_10924,24.25,113.25,0.17,16.41,1386822,41
lake_10925,24.25,113.75,8.21,12.01,177329,60
lake_10926,24.25,114.25,0.35,10.41,1386528,201
lake_10927,24.25,114.75,0.86,17.96,1386891,164
lake_10928,24.25,115.25,0.3,7.49,1386956,263
lake_10929,24.25,115.75,1.42,11.02,177278,173
lake_10930,24.25,116.25,0.96,15.19,1386445,80
lake_10931,24.25,116.75,3.53,16.55,177299,160
lake_10932,24.25,117.25,2.85,15.64,177342,62
lake_10933,24.25,117.75,1.07,17.1,177302,57
lake_10934,24.25,118.25,0.85,13.88,1386409,14
lake_10935,24.25,120.25,0.44,14.98,1386878,0
lake_10936,24.25,120.75,0.25,5.9,1386718,271
lake_10937,24.25,121.25,2.99,27.4,177306,1419
lake_10938,24.25,124.25,1.34,16.95,177269,36
lake_10939,24.75,-112.25,0.21,11.95,1069753,0
lake_10940,24.75,-111.75,19.52,36.01,9672,4
lake_10941,24.75,-110.75,0.23,12.6,1069758,3
lake_10942,24.75,-108.25,0.18,15.79,1069734,2
lake_10943,24.75,-107.75,1.67,11.64,114706,-8
lake_10944,24.75,-107.25,19.41,16.76,9670,128
lake_10945,24.75,-106.75,20.07,58.99,9677,220
lake_10946,24.75,-105.25,0.45,5.18,1069771,2103
lake_10947,24.75,-104.75,34.27,42.15,9668,1958
lake_10948,24.75,-104.25,0.17,4.08,1069975,2143
lake_10949,24.75,-103.75,1.19,4.89,114708,1586
lake_10950,24.75,-103.25,0.45,4.14,1069897,1646
lake_10951,24.75,-102.75,2.29,3.94,114715,1454
lake_10952,24.75,-102.25,0.57,5.72,1069791,1680
lake_10953,24.75,-100.25,0.33,4.77,1069899,1962
lake_10954,24.75,-99.75,0.57,3.72,1069739,533
lake_10955,24.75,-99.25,17.02,18.25,9666,279
lake_10956,24.75,-98.25,0.6,8.37,1069787,15
lake_10957,24.75,-97.75,30.59,91.77,9665,1
lake_10958,24.75,-82.25,0.31,16.13,1069926,2
lake_10959,24.75,-81.75,13.22,13.19,9673,-1
lake_10960,24.75,-81.25,0.19,12.75,1069842,1
lake_10961,24.75,-80.75,0.22,12.62,1069732,0
lake_10962,24.75,-78.25,12.77,12.65,9669,4
lake_10963,24.75,-77.75,43.93,107.25,9671,1
lake_10964,24.75,-77.25,0.57,8.25,1069727,2
lake_10965,24.75,-76.75,2.11,11.63,114743,0
lake_10966,24.75,-76.25,0.2,13.57,1069888,3
lake_10967,24.75,-75.75,0.31,12.1,1069954,0
lake_10968,24.75,46.75,0.3,7.86,1386367,559
lake_10969,24.75,50.75,0.18,15.4,1385917,1
lake_10970,24.75,54.75,0.62,9.09,1386094,0
lake_10971,24.75,56.25,0.19,7.36,1385747,258
lake_10972,24.75,66.75,2.25,10.62,177159,-1
lake_10973,24.75,67.25,0.61,8.79,1385723,0
lake_10974,24.75,67.75,13.89,7.64,15500,4
lake_10975,24.75,68.25,100.08,41.78,1482,12
lake_10976,24.75,68.75,0.12,11.37,1385316,13
lake_10977,24.75,69.25,0.59,7.25,1386230,4
lake_10978,24.75,70.75,0.54,8.61,1386043,14
lake_10979,24.75,71.75,0.15,11.51,1385882,48
lake_10980,24.75,72.25,0.2,7.45,1386213,238
lake_10981,24.75,72.75,3.53,8,177205,326
lake_10982,24.75,73.25,1.35,9.1,177196,508
lake_10983,24.75,73.75,2.14,4.3,177248,591
lake_10984,24.75,74.25,1.54,9.93,177123,500
lake_10985,24.75,74.75,0.47,15.73,1385366,406
lake_10986,24.75,75.25,1.17,13.18,177233,484
lake_10987,24.75,75.75,171.48,51.01,1481,346
lake_10988,24.75,76.25,0.3,8.09,1386260,323
lake_10989,24.75,76.75,0.34,13.68,1385528,347
lake_10990,24.75,77.25,1.81,14.62,177179,428
lake_10991,24.75,77.75,1.95,10.59,177257,485
lake_10992,24.75,78.25,46.74,26.15,15502,354
lake_10993,24.75,78.75,15.14,22.07,15495,316
lake_10994,24.75,79.25,1.94,11.4,177187,331
lake_10995,24.75,79.75,14.13,14.68,15506,239
lake_10996,24.75,80.25,1,33.83,177160,185
lake_10997,24.75,80.75,0.29,14.89,1385860,409
lake_10998,24.75,81.25,0.18,13.09,1385582,377
lake_10999,24.75,81.75,0.41,10.56,1386108,362
lake_11000,24.75,82.25,17.47,16.93,15497,171
lake_11001,24.75,82.75,17.12,18.84,15499,211
lake_11002,24.75,83.25,18.79,18.44,15498,264
lake_11003,24.75,84.75,0.12,12.22,1385953,122
lake_11004,24.75,85.25,6,13.36,177242,178
lake_11005,24.75,85.75,1.03,18.25,177211,147
lake_11006,24.75,86.25,3.42,12.35,177170,163
lake_11007,24.75,86.75,8.72,11.96,177144,128
lake_11008,24.75,87.25,3.56,12.27,177129,109
lake_11009,24.75,87.75,1.29,13.52,177120,22
lake_11010,24.75,88.25,2.59,8.2,177151,15
lake_11011,24.75,88.75,1.09,12.56,177174,10
lake_11012,24.75,89.25,0.29,13.31,1385481,15
lake_11013,24.75,89.75,1.68,12.14,177258,8
lake_11014,24.75,90.25,0.2,16.69,1385322,15
lake_11015,24.75,90.75,0.37,8.95,1385323,5
lake_11016,24.75,91.25,0.4,11.25,1385333,6
lake_11017,24.75,91.75,0.21,12.97,1385352,7
lake_11018,24.75,92.25,1.53,11.51,177149,10
lake_11019,24.75,92.75,0.24,13.55,1385477,15
lake_11020,24.75,93.75,58.33,24.74,15510,768
lake_11021,24.75,94.75,0.17,12.3,1385885,119
lake_11022,24.75,95.25,1.33,11.64,177164,129
lake_11023,24.75,96.25,0.25,13.28,1385852,218
lake_11024,24.75,97.75,4.29,15.75,177252,1314
lake_11025,24.75,98.25,0.23,5.21,1386354,872
lake_11026,24.75,98.75,3.07,54.74,177260,1808
lake_11027,24.75,99.25,3.36,21.13,177222,1848
lake_11028,24.75,99.75,0.48,5.69,1385584,1773
lake_11029,24.75,100.25,36.91,33.65,15507,999
lake_11030,24.75,100.75,0.28,4.78,1385430,1975
lake_11031,24.75,101.25,0.22,8.02,1385442,1872
lake_11032,24.75,101.75,0.61,6.02,1386189,2016
lake_11033,24.75,102.25,0.35,3.95,1385670,1909
lake_11034,24.75,102.75,298.49,97.5,1483,1886
lake_11035,24.75,103.25,30.56,33.16,15494,1768
lake_11036,24.75,103.75,1.48,10.67,177206,1824
lake_11037,24.75,104.25,0.15,6.72,1385641,1849
lake_11038,24.75,104.75,4.09,25.67,177168,1132
lake_11039,24.75,105.25,98.31,357.01,15496,761
lake_11040,24.75,106.25,0.12,5.15,1385777,540
lake_11041,24.75,106.75,0.21,4.65,1386330,597
lake_11042,24.75,107.25,0.18,4,1386255,734
lake_11043,24.75,107.75,0.58,16.18,1386077,272
lake_11044,24.75,108.25,9.66,14.09,177246,181
lake_11045,24.75,108.75,8.44,17.74,177254,121
lake_11046,24.75,109.25,0.43,8.39,1386329,186
lake_11047,24.75,109.75,1.49,12.78,177247,146
lake_11048,24.75,110.25,1.22,14.26,177232,186
lake_11049,24.75,110.75,0.21,10.08,1385974,139
lake_11050,24.75,111.25,34.17,23.85,15504,173
lake_11051,24.75,111.75,0.37,13.12,1385731,412
lake_11052,24.75,112.25,0.17,9.19,1385831,469
lake_11053,24.75,112.75,10.92,26.92,15493,634
lake_11054,24.75,113.25,47.39,25.87,15501,211
lake_11055,24.75,113.75,1.89,12.2,177195,218
lake_11056,24.75,114.25,2.43,21.59,177221,353
lake_11057,24.75,114.75,1.85,18.35,177172,277
lake_11058,24.75,115.25,92.73,22.59,15513,150
lake_11059,24.75,115.75,0.21,12.14,1386060,428
lake_11060,24.75,116.25,92.63,27.84,15505,178
lake_11061,24.75,116.75,3.19,14.84,177250,77
lake_11062,24.75,117.25,1.76,11.28,177192,281
lake_11063,24.75,117.75,0.87,16.13,1386037,58
lake_11064,24.75,118.25,2.32,13.17,177208,39
lake_11065,24.75,118.75,1.49,7.37,177127,0
lake_11066,24.75,119.25,0.16,11.73,1385410,0
lake_11067,24.75,120.75,0.76,16.36,1386282,59
lake_11068,24.75,121.25,5.55,19.02,177169,239
lake_11069,24.75,121.75,7.62,16,177138,172
lake_11070,24.75,125.25,0.23,16.32,1385931,5
lake_11071,25.25,-112.25,0.87,10.93,1069660,-5
lake_11072,25.25,-110.75,0.13,17.58,1069632,0
lake_11073,25.25,-109.25,0.31,13.41,1069594,0
lake_11074,25.25,-108.75,1.54,10.51,114675,-1
lake_11075,25.25,-108.25,3.46,8.14,114674,-1
lake_11076,25.25,-107.75,1.16,11.36,114703,61
lake_11077,25.25,-107.25,29.11,88.11,9664,142
lake_11078,25.25,-104.75,0.35,4.44,1069703,1492
lake_11079,25.25,-103.75,13.8,23.69,9658,1202
lake_11080,25.25,-100.25,3.64,19.46,114669,450
lake_11081,25.25,-99.25,0.59,5.9,1069677,270
lake_11082,25.25,-98.75,0.17,15.4,1069651,123
lake_11083,25.25,-97.75,18.36,46.92,9663,0
lake_11084,25.25,-97.25,1.51,12.26,114666,0
lake_11085,25.25,-81.25,1.01,10.92,114687,0
lake_11086,25.25,-80.75,13.58,11.37,9660,2
lake_11087,25.25,-80.25,24.81,20.09,9657,3
lake_11088,25.25,-78.25,1.08,11.97,114684,0
lake_11089,25.25,-77.25,7.71,15.02,114701,2
lake_11090,25.25,-76.75,1.44,11.35,114668,0
lake_11091,25.25,-76.25,0.16,15.09,1069680,8
lake_11092,25.25,32.25,0.96,13.16,1384623,81
lake_11093,25.25,49.25,0.25,12.44,1385000,232
lake_11094,25.25,49.75,0.42,9.45,1384725,141
lake_11095,25.25,51.75,0.26,5.9,1384969,0
lake_11096,25.25,55.25,0.43,11.15,1384637,0
lake_11097,25.25,61.75,1.19,8.08,177018,18
lake_11098,25.25,62.25,2.45,9.17,177037,32
lake_11099,25.25,63.75,1.03,12.82,177025,0
lake_11100,25.25,67.25,13.89,17.01,15485,83
lake_11101,25.25,68.25,0.57,13.15,1385149,12
lake_11102,25.25,68.75,0.26,12.28,1385111,15
lake_11103,25.25,71.25,0.54,7.37,1384957,51
lake_11104,25.25,71.75,0.21,10.72,1385012,40
lake_11105,25.25,72.75,0.72,13.94,1385269,229
lake_11106,25.25,73.25,0.7,9.7,1385192,302
lake_11107,25.25,73.75,10.68,21.17,15491,548
lake_11108,25.25,74.25,1.75,10.48,177107,463
lake_11109,25.25,74.75,0.39,15.23,1384675,367
lake_11110,25.25,75.25,0.94,8.41,1385175,504
lake_11111,25.25,75.75,9.11,14.16,177071,270
lake_11112,25.25,76.25,0.64,9.89,1384668,240
lake_11113,25.25,76.75,1.28,9.32,177104,333
lake_11114,25.25,77.25,0.45,4.78,1384828,477
lake_11115,25.25,77.75,1.19,18.35,177100,443
lake_11116,25.25,78.25,65.64,23.36,15490,299
lake_11117,25.25,78.75,2.88,11.79,177015,228
lake_11118,25.25,79.25,1.92,9.24,177108,229
lake_11119,25.25,79.75,11.42,16.29,15489,232
lake_11120,25.25,80.25,0.1,7.69,1384631,137
lake_11121,25.25,80.75,4.61,8.38,177069,143
lake_11122,25.25,81.25,1.17,10.38,177028,90
lake_11123,25.25,81.75,0.48,7.73,1384902,111
lake_11124,25.25,82.25,0.13,10.56,1385120,98
lake_11125,25.25,82.75,22.98,13.98,15492,93
lake_11126,25.25,83.25,0.37,11.28,1385189,93
lake_11127,25.25,83.75,0.19,5.57,1384580,57
lake_11128,25.25,84.25,0.2,14.07,1385052,81
lake_11129,25.25,85.25,0.11,11.01,1385035,58
lake_11130,25.25,85.75,0.24,12.2,1384649,44
lake_11131,25.25,86.25,0.4,10.9,1384882,35
lake_11132,25.25,86.75,1.13,11.35,177020,33
lake_11133,25.25,87.25,0.22,11.41,1384596,29
lake_11134,25.25,87.75,1.12,10.95,177038,25
lake_11135,25.25,88.25,0.21,13.7,1384837,24
lake_11136,25.25,88.75,2.93,10.39,177074,19
lake_11137,25.25,89.25,0.46,9.55,1384703,18
lake_11138,25.25,89.75,0.15,12.51,1385068,18
lake_11139,25.25,90.25,0.64,8.07,1385036,17
lake_11140,25.25,90.75,0.49,8.88,1385167,4
lake_11141,25.25,91.25,11.47,12.26,15488,2
lake_11142,25.25,91.75,0.14,16.85,1385092,10
lake_11143,25.25,92.25,0.18,13.3,1385116,9
lake_11144,25.25,95.25,0.2,12.49,1385208,132
lake_11145,25.25,96.25,119.69,13.88,1480,169
lake_11146,25.25,96.75,0.26,15.03,1384839,138
lake_11147,25.25,97.25,0.89,12.35,1385076,126
lake_11148,25.25,98.25,0.87,10.19,1384885,1909
lake_11149,25.25,98.75,0.2,7.42,1385075,1844
lake_11150,25.25,99.25,1.2,9.41,177061,2331
lake_11151,25.25,99.75,0.35,7.32,1384573,1695
lake_11152,25.25,100.25,0.32,4.22,1384617,1886
lake_11153,25.25,100.75,2.54,3.56,177024,1975
lake_11154,25.25,101.25,2.09,5.93,177059,1908
lake_11155,25.25,101.75,0.16,4.35,1384733,2213
lake_11156,25.25,102.25,2.71,14.11,177053,1736
lake_11157,25.25,102.75,8.26,49.91,177079,1959
lake_11158,25.25,103.25,3.33,20.26,177030,1911
lake_11159,25.25,103.75,0.69,6.14,1384835,2145
lake_11160,25.25,104.25,14.48,45.06,15484,2000
lake_11161,25.25,104.75,0.56,5.04,1384871,1219
lake_11162,25.25,105.25,0.46,7.26,1385193,1150
